We use Boxer CITATION to parse natural 105 \x0clanguage into a logical form,,
We use Alchemy CITATION for MLN inference,,
Finally, we use the exemplar-based distributional model of CITATION to produce rule weights,,
Boxer CITATION is a software package for wide-coverage semantic analysis that provides semantic representations in the form of Discourse Representation Structures CITATION,,
It builds on the C&C CCG parser CITATION,,
CITATION describe a system for Recognizing Textual Entailment (RTE) that uses Boxe,,
4 Transforming natural language text to logical form In transforming natural language text to logical form, we build on the software package Boxer CITATION,,
They, therefore, tend to have high precision at the cost of low recall CITATION,,
This has been done by representing the word meaning in context as a point in a high-dimensional semantics space (CITATION; CITATION; CITATION),,
We use Boxer CITATION to parse natural 105 \x0clanguage into a logical form,,
We use Alchemy CITATION for MLN inference,,
Finally, we use the exemplar-based distributional model of CITATION to produce rule weights,,
Boxer CITATION is a software package for wide-coverage semantic analysis that provides semantic representations in the form of Discourse Representation Structures CITATION,,
It builds on the C&C CCG parser CITATION,,
CITATION describe a system for Recognizing Textual Entailment (RTE) that uses Boxer to convert both the premise and hypothesis of an RTE pair into first-order logical semantic representations and then uses a theorem prover to check for logical entailment,,
Distributional models describe the meaning of a word through the context in which it appears (CITATION; CITATION), where contexts can be documents, other words, or snippets of syntactic structure,,
Note that when running an example in the theorem prover, weights are not possible, so any rule that would be weighted in an MLN is simply treated as a hard clause following CITATION,,
We use Boxer CITATION to parse natural 105 \x0clanguage into a logical form,,
We use Alchemy CITATION for MLN inference,,
Finally, we use the exemplar-based distributional model of CITATION to produce rule weights,,
Boxer CITATION is a software package for wide-coverage semantic analysis that provides semantic representations in the form of Discourse Representation Structures CITATION,,
It builds on the C&C CCG parser CITATION,,
CITATION describe a system for Recognizing Textual Entailment (RTE) that uses Boxer to convert both the premise and hypothesis of an RTE pair into first-order logical semantic representations and then uses a theorem prover to check for logical entailment,,
Distributional models describe the meaning of a word through the context in which it appears (CITATION; CITATION), where contexts can be documents, other words, or snippets of syntactic structure,,
While the most prominent forum using textual entailment is the Recognizing Textual Entailment (RTE) challenge CITATION, the RTE datasets do not test the phenomena in which we are interested,,
They, therefore, tend to have high precision at the cost of low recall CITATION,,
This has been done by representing the word meaning in context as a point in a high-dimensional semantics space (CITATION; CITATION; CITATION),,
See, for example, CITATION,,
Distributional models describe the meaning of a word through the context in which it appears (CITATION; CITATION), where contexts can be documents, other words, or snippets of syntactic structure,,
Recently distributional models have been used to predict the applicability of paraphrases in context (CITATION; CITATION; CITATION; CITATION),,
They, therefore, tend to have high precision at the cost of low recall CITATION,,
This has been done by representing the word meaning in context as a point in a high-dimensional semantics space (CITATION; CITATION; CITATION),,
See, for example, CITATION,,
We use Boxer CITATION to parse natural 105 \x0clanguage into a logical form,,
We use Alchemy CITATION for MLN inference,,
Finally, we use the exemplar-based distributional model of CITATION to produce rule weights,,
Boxer CITATION is a software package for wide-coverage semantic analysis that provides semantic representations in the form of Discourse Representation Structures CITATION,,
It builds on the C&C CCG parser CITATION,,
CITATION describe a system for Recognizing Textual Entailment (RTE) that uses Boxer to convert both the premise and hypothesis of an RTE pair into first-order logical semantic representations and then uses a theorem prover to check for logical entailment,,
g WordNet CITATION as a resource,,
We then use the distributional model of CITATION to compute paraphrase appropriateness,,
See, for example, CITATION,,
In order to perform logical inference with probabilities, we draw from the large and active body of work related to Statistical Relational AI CITATION,,
Specifically, we make use of Markov Logic Networks (MLNs) CITATION which employ weighted graphical models to represent first-order logical formulas,,
This has been done by representing the word meaning in context as a point in a high-dimensional semantics space (CITATION; CITATION; CITATION),,
See, for example, CITATION,,
In order to perform logical inference with probabilities, we draw from the large and active body of work related to Statistical Relational AI CITATION,,
(12) (a) l p1 p2 x.[(hypernym(p1, p2) true(l) pred(l, p1, x)) pred(l, p2, x)]] (b) l p1 p2 x.[(hypernym(p1, p2) false(l) pred(l, p2, x)) pred(l, p1, x)]] Making use of coreference information As a test case for incorporating additional resources into Boxers logical form, we used the coreference data in OntoNotes CITATION,,
CITATION presented an approach to the treatment of inferences involving implicatives and factives,,
CITATION extended the work by Nairn et al,,
CITATION in order to correctly treat inference involving monotonicity and exclusion,,
We use Boxer CITATION to parse natural 105 \x0clanguage into a logical form,,
We use Alchemy CITATION for MLN inference,,
Finally, we use the exemplar-based distributional model of CITATION to produce rule weights,,
Boxer CITATION is a software package for wide-coverage semantic analysis that provides semantic representations in the form of Discourse Representation Structures CITATION,,
It builds on the C&C CCG parser CITATION,,
CITATION describe a system for Recognizing Textual Entailment (RTE) that uses Boxer to convert both the premise and hypothesis of an RTE pair into first-order logical semantic representations and then uses a theorem prover to check for logical entailment,,
Distributional models describe the meaning of a word through the context in which it appears (CITATION; CITATION), where contexts can be documents, other words, or snippets of syntactic structure.,,
We use Boxer CITATION to parse natural 105 \x0clanguage into a logical form,,
We use Alchemy CITATION for MLN inference,,
Finally, we use the exemplar-based distributional model of CITATION to produce rule weights,,
Boxer CITATION is a software package for wide-coverage semantic analysis that provides semantic representations in the form of Discourse Representation Structures CITATION,,
It builds on the C&C CCG parser CITATION,,
