hello thereP05-1045,D09-1016,1
P05-1045,D10-1099,0
W04-3103,P07-1125,1
P05-1045,N12-1065,0
P11-2071,D12-1025,0
W07-1412,P08-1118,1
P97-1023,P02-1053,1
P05-1045,W10-2906,0
P05-1045,P13-1129,0
P96-1025,C02-1112,0
W02-1001,P13-4016,1
N03-1028,P03-1064,1
P05-1045,D12-1072,1
N06-1040,C08-5001,0
P05-1045,W13-2414,0
P97-1003,P05-1006,1
I05-2038,P06-1128,1
W96-0213,A00-2013,1
P05-1045,W13-0905,0
P05-1045,S13-1018,0
P95-1026,P07-1125,1
C00-1072,C04-1077,0
P05-1045,I08-6004,0
P05-1045,D13-1042,0
P05-1045,S10-1020,0
P95-1026,J04-3004,0
P05-1045,P06-1141,1
P05-1045,N12-1080,1
P05-1045,W11-2705,1
A97-1011,E12-1072,0
P05-1045,C10-1105,0
W03-0428,D07-1016,0
W03-0430,W04-1221,0
P97-1003,P02-1018,0
W04-2405,E12-1017,0
P05-1045,C10-1087,1
H05-1079,P06-1051,0
P05-1045,D13-1040,0
P05-1045,D09-1158,0
C00-1072,P08-1090,0
P05-1045,D13-1178,0
P05-1045,N10-1121,1
N03-1028,P10-1038,0
W96-0213,E03-1002,1
J02-3001,P07-1071,1
P05-1045,I08-4013,1
C00-1072,J11-1001,0
N04-4028,P08-1004,0
H05-1079,D10-1074,0
P05-1045,P13-2116,0
P97-1003,P00-1058,1
P97-1003,P04-1043,0
N03-1028,W05-0622,1
P07-1056,P08-2059,1
A00-1043,P02-1057,0
P96-1025,M98-1009,0
P05-1045,P12-2069,0
H05-1079,C08-1028,1
W99-0613,W11-0319,0
P04-1054,P08-2023,1
P05-1045,P11-1114,0
P04-1084,C10-2157,0
P05-1045,P13-1106,1
P96-1025,C00-2146,1
H05-1079,P12-3013,0
P05-1045,W13-3516,0
W01-0521,P04-1014,1
W04-3111,D07-1126,0
C00-1072,P07-1070,0
P04-1084,P10-1146,0
P05-1045,C10-2078,1
C00-1072,P02-1058,1
W03-0428,D11-1144,0
P05-1045,P09-1113,0
P05-1045,E12-1054,0
J02-3001,P04-1043,0
P01-1048,W03-0205,1
N03-1028,C04-1081,1
H05-1079,S13-1002,1
A97-1011,W09-1118,0
P05-1045,C10-1064,1
P07-1033,P13-2012,1
P02-1053,P07-1056,1
P05-1045,P13-4023,0
P05-1045,N13-1007,0
P97-1003,P98-2234,1
P04-1084,P06-1123,0
P97-1003,P00-1061,1
P05-1045,E09-1037,0
P04-1015,D07-1009,0
P05-1045,S13-1021,0
W01-0521,P06-1043,1
W99-0613,P01-1008,0
P05-1045,P11-1082,0
P05-1045,W06-1643,1
W01-0521,W05-1516,1
W03-0428,P05-2023,1
W02-1001,N03-1033,1
P04-1084,D07-1078,0
N03-1028,C08-1094,0
P04-1015,P11-1069,1
P05-1045,E12-1029,0
P05-1045,D09-1057,0
W03-0430,P05-1003,0
P04-1084,C08-2026,0
W97-0710,P04-3020,1
P96-1025,C00-1051,1
W04-3111,P09-1117,0
P05-1045,D09-1119,0
P05-1045,E12-1033,1
W99-0613,P02-1046,1
P07-1056,P08-2065,1
P05-1045,P11-3004,0
P03-1069,P13-2016,1
P05-1045,W12-0102,0
P05-1045,D09-1120,0
W04-3111,D07-1112,0
P05-1045,W12-2903,0
C00-1072,E09-1062,0
P05-1045,W12-2007,0
P01-1048,N04-1026,1
W06-2925,P10-1002,1
P05-1045,N12-1085,0
W06-1615,P07-1056,1
C00-1072,P06-1015,0
P03-1069,C04-1108,0
I05-2038,N10-1004,1
W09-0404,W11-2112,0
P06-1114,C10-1087,1
P09-1113,N13-1008,0
W03-0430,P08-1081,1
C00-1072,P05-1026,0
P05-1045,P10-1015,1
P05-1045,D12-1076,0
W04-3111,I05-2038,0
P05-1045,W10-2420,0
W04-3111,P07-1031,0
P05-1045,C10-3011,0
P05-1045,W13-2234,0
P05-1045,P10-2029,0
H05-1079,W08-2004,0
C00-1072,I08-1016,0
P03-1069,D07-1009,1
P05-1045,N10-1068,0
W04-3111,D07-1119,0
P05-1045,P08-1031,0
P96-1025,P10-1002,1
P05-1045,P12-2064,0
W07-1412,W11-2404,1
P05-1045,N06-1054,0
P05-1045,D11-1135,0
P03-1002,P13-1058,0
H05-1079,J07-3004,0
P05-1045,D12-1131,1
P05-1045,P08-2012,1
P06-1114,P08-1081,0
P05-1045,N10-1072,0
P96-1025,J06-2003,0
J02-3001,D08-1094,0
W96-0213,W02-0301,1
P01-1048,W01-1610,1
P01-1048,N03-2018,0
A97-1011,P01-1006,0
P97-1003,P03-1013,1
P05-1045,W10-1902,1
P04-1015,P05-1023,1
P96-1025,E99-1025,1
P05-1045,P11-1113,1
P05-1045,D13-1043,0
P05-1045,D13-1159,0
P05-1045,D12-1092,0
P97-1003,P98-1091,1
P05-1045,W13-2114,0
P05-1045,C10-2058,0
A97-1011,W06-0202,0
H05-1079,P11-1059,0
C00-1072,P08-1092,1
P05-1045,D07-1033,1
N04-4028,N06-1038,0
P05-1045,P10-1056,0
W04-3252,C08-1040,1
P05-1045,P08-4003,0
C00-1072,P11-1155,0
C00-1072,J10-1003,0
W03-0430,P05-1002,1
P97-1003,P04-1047,1
W06-2925,W07-2217,1
W96-0213,W03-0428,1
N03-1028,C10-1082,0
P05-1045,D11-1034,0
W96-0213,N04-1013,0
P05-1045,Q13-1028,0
P97-1003,P05-1018,1
P05-1045,W11-1907,0
P05-1045,D09-1101,1
P05-1045,P12-1042,0
W03-0430,P04-1007,0
P04-1015,J07-4004,1
P96-1025,E06-1012,1
P05-1045,P13-2128,1
P05-1045,P12-3003,0
P05-1045,P12-1075,1
N06-1040,D08-1091,0
W09-0404,N10-1045,0
W03-0430,P06-1028,1
P05-1045,W12-3109,0
I05-2038,C10-1076,0
H05-1079,N10-1146,0
W06-2925,N12-1032,1
W02-1001,W04-0824,0
P05-1045,W09-0422,0
P96-1025,J08-3003,1
P04-1015,C08-2012,0
P05-1045,D13-1117,1
P05-1045,W12-0604,0
P05-1045,D11-1075,0
W06-2925,D07-1101,1
C00-1072,C08-1021,0
C00-1072,D09-1032,0
P97-1003,P02-1031,1
P01-1048,W03-0409,0
C00-1072,C08-1124,0
P05-1045,W10-3102,0
P96-1025,C00-1017,1
P97-1003,P98-2148,0
W99-0613,W09-1116,0
P05-1045,E09-1011,1
