 The evaluation is based on parseval method CITATION,,
 In the morphological analysis stage, a unknown word treatment method based on a morpheme pattern dictionary and syllable bigrams is used after CITATION,,
 KCCG parser analyzes the morpheme graph at once through the morpheme graph embedding technique CITATION,,
 (CITATION; CITATION) use the lexical information \x03 This research was partially supported by KOSEF special basic research program (1997,,
 and (CITATION; CITATION) use the contextual information for structural disambiguation,,
 (CITATION; CITATION) use the lexical information \x03 This research was partially supported by KOSEF special basic research program (1997,,
 and (CITATION; CITATION) use the contextual information for structural disambiguation,,
 In the morphological analysis stage, a unknown word treatment method based on a morpheme pattern dictionary and syllable bigrams is used after CITATION,,
 KCCG parser analyzes the morpheme graph at once through the morpheme graph embedding technique CITATION,,
 (CITATION; CITATION) use the lexical information \x03 This research was partially supported by KOSEF special basic research program (1997,,
 and (CITATION; CITATION) use the contextual information for structural disambiguation,,
 (CITATION; CITATION) use the lexical information \x03 This research was partially supported by KOSEF special basic research program (1997,,
 and (CITATION; CITATION) use the contextual information for structural disambiguation,,
 Following CITATION, order-preserving type-raising rules are used to convert nouns in grammar into the functors over a verb,,
